Investment_ID,Tree_ID,Date_ID,Maintenance_Cost,Growth_cm,Carbon_Credits
I03618,T001,20210514,2708.6,72.7,1493.2
I03619,T002,20200306,2133.76,51.7,1001.61
I03620,T005,20240519,1698.69,86.3,1271.73
I03621,T003,20221031,1678.16,74.5,1078.17
I03622,T003,20240627,2822.2,73.6,2194.9
I03623,T001,20211209,1685.6,88.6,2047.01
I03624,T001,20221004,2009.72,71.6,2038.72
I03625,T005,20231227,2124.45,46.4,1766.66
I03626,T004,20211229,821.45,75.8,506.84
I03627,T002,20210928,1543.77,32.1,1870.71
I03628,T001,20221029,2297.24,52.6,1708.15
I03629,T002,20230130,916.9,47.5,769.4
I03630,T003,20210105,2682.12,59.1,1488.04
I03631,T004,20210825,2213.72,32.2,926.64
I03632,T003,20220625,781.34,79.9,839.93
I03633,T003,20210526,1168.91,97.8,2429.94
I03634,T003,20200905,1135.91,96.9,2053.2
I03635,T001,20241128,1562.6,50.9,1520.81
I03636,T005,20240115,515.71,40.4,1341.9
I03637,T003,20210117,1330.75,60.4,1628.57
I03638,T004,20200419,2207.53,20.2,2176.42
I03639,T005,20210312,2513.74,30.3,1544.56
I03640,T004,20230526,2192.21,14.6,1350.28
I03641,T003,20200111,2282.99,54.2,1336.84
I03642,T001,20220824,2218.82,58.7,987.5
I03643,T004,20200612,1481.92,98.1,794.09
I03644,T005,20210409,2477.15,90.6,672.73
I03645,T001,20200125,2633.25,91.5,1079.72
I03646,T004,20240213,1467.57,62.4,1288.4
I03647,T001,20200620,1284.55,21.1,1434.23
I03648,T001,20200924,2356.98,12.3,795.69
I03649,T002,20240818,1709.18,82.8,1740.2
I03650,T002,20210809,1153.15,63.0,1757.6
I03651,T005,20241209,600.29,48.7,2130.92
I03652,T001,20240106,1124.19,11.6,1452.59
I03653,T002,20200527,911.28,57.8,1291.03
I03654,T001,20220120,2696.46,97.4,1718.34
I03655,T001,20230823,2845.93,39.1,1176.9
I03656,T003,20200123,2894.45,43.4,717.44
I03657,T001,20200526,1373.96,93.4,692.61
I03658,T002,20200606,2115.59,60.4,2336.48
I03659,T004,20230609,1266.67,25.0,1480.16
I03660,T005,20200528,2490.36,99.9,894.84
I03661,T005,20200929,1553.51,21.8,1895.51
I03662,T002,20241215,2527.78,92.8,1561.84
I03663,T001,20201215,908.44,74.9,1645.76
I03664,T001,20240820,2809.86,68.7,688.84
I03665,T001,20240328,2262.29,13.1,1298.01
I03666,T001,20220729,1060.39,13.0,1796.13
I03667,T002,20220523,2223.7,81.3,555.31
I03668,T002,20220915,1277.89,63.3,1664.42
I03669,T003,20230521,2409.1,90.6,1241.5
I03670,T001,20240210,2851.97,20.1,2182.21
I03671,T003,20221110,2045.4,34.9,2441.86
I03672,T001,20221130,2573.28,62.9,2178.92
I03673,T004,20210507,2081.93,95.1,1594.82
I03674,T002,20230406,935.27,36.1,1540.39
I03675,T002,20241224,2036.13,42.1,1506.67
I03676,T005,20220227,1244.29,46.3,2087.48
I03677,T002,20230316,2667.77,52.3,1569.76
I03678,T001,20230519,1109.37,98.3,1722.62
I03679,T001,20230913,1504.05,56.1,2098.66
I03680,T005,20240819,1963.52,22.9,1007.28
I03681,T003,20221122,2546.72,58.2,694.56
I03682,T003,20200112,2142.35,34.4,1707.7
I03683,T002,20210610,2065.31,12.9,1494.74
I03684,T002,20210712,2683.28,86.1,1784.77
I03685,T005,20240615,866.79,69.1,1096.42
I03686,T002,20221127,1927.81,81.0,2068.74
I03687,T005,20211001,1940.25,70.7,2448.28
I03688,T003,20210106,2494.71,96.4,1659.7
I03689,T003,20210618,1049.66,87.8,746.97
I03690,T004,20220105,2103.53,43.4,1207.17
I03691,T005,20201031,2097.88,77.7,844.18
I03692,T005,20231214,1429.78,50.2,1596.57
I03693,T001,20210725,2858.69,34.4,872.48
I03694,T005,20200122,2446.23,50.5,2468.72
I03695,T004,20241003,1551.43,40.4,1901.88
I03696,T002,20220529,1841.54,36.2,1502.36
I03697,T001,20240820,2005.95,33.8,1691.39
I03698,T004,20241130,1238.68,64.4,2354.67
I03699,T001,20241005,1316.01,72.7,2460.31
I03700,T005,20210821,1054.7,97.5,1163.16
I03701,T003,20200227,1613.76,79.0,2388.49
I03702,T002,20221027,2053.34,85.9,648.25
I03703,T002,20210106,1689.91,71.3,1648.81
I03704,T005,20231021,2777.67,83.1,1263.1
I03705,T004,20240524,822.44,62.4,513.09
I03706,T003,20220923,1846.68,75.9,1447.91
I03707,T003,20200122,637.68,10.7,1477.61
I03708,T004,20220811,2837.48,13.4,1218.94
I03709,T002,20230906,2886.12,24.8,2428.15
I03710,T005,20220808,565.04,95.2,2299.99
I03711,T004,20230314,1447.59,48.4,2249.63
I03712,T005,20201204,762.07,70.3,1409.99
I03713,T003,20230228,673.75,56.2,1686.62
I03714,T005,20220212,1834.16,85.3,1715.49
I03715,T005,20241122,1377.95,54.5,1792.96
I03716,T005,20240504,1186.58,70.0,1640.07
I03717,T004,20240920,1066.77,27.3,1417.93
I03718,T005,20230722,1648.99,77.6,1850.09
I03719,T002,20230112,1423.02,63.2,1210.88
I03720,T002,20230504,799.59,81.2,1146.76
I03721,T002,20231201,1114.39,68.7,890.79
I03722,T005,20220701,1703.53,74.3,1701.81
I03723,T001,20230301,586.47,32.7,2044.22
I03724,T005,20200320,1445.94,29.8,901.43
I03725,T005,20230912,2255.14,87.3,2097.73
I03726,T004,20221125,2679.71,50.2,743.09
I03727,T004,20200521,2449.02,69.1,717.93
I03728,T003,20210924,2899.63,65.1,1196.72
I03729,T001,20211031,1965.79,92.8,962.21
I03730,T004,20210209,1715.25,14.8,1643.94
I03731,T004,20230727,1825.25,99.9,1335.6
I03732,T001,20211123,2047.32,63.5,1548.42
I03733,T001,20210128,2725.75,60.6,1422.33
I03734,T005,20211030,2249.81,95.0,1115.32
I03735,T003,20201101,2353.46,95.0,754.57
I03736,T005,20220209,2233.41,50.8,1731.5
I03737,T003,20231122,1193.53,24.2,1712.64
I03738,T005,20240603,2707.61,46.4,1613.23
I03739,T002,20240415,2135.74,81.2,667.22
I03740,T005,20211214,2305.6,54.8,2467.29
I03741,T004,20210104,1718.36,59.2,2029.2
I03742,T003,20210419,786.99,12.0,523.73
I03743,T002,20220308,1047.35,63.2,2351.01
I03744,T002,20200828,2756.36,26.0,1203.99
I03745,T002,20240203,2522.08,50.7,1646.99
I03746,T004,20200722,2105.09,72.9,1570.72
I03747,T001,20230215,880.44,40.6,1876.4
I03748,T002,20210831,533.88,14.0,917.86
I03749,T005,20210511,2841.52,50.5,1003.94
I03750,T001,20230301,614.6,12.5,1212.69
I03751,T002,20210524,2949.34,51.7,552.09
I03752,T005,20221026,2020.92,86.9,1196.33
I03753,T001,20240723,1225.3,65.8,2252.32
I03754,T004,20230211,1709.43,68.8,511.91
I03755,T002,20220503,1162.44,42.2,2137.85
I03756,T001,20200105,699.75,26.0,1478.72
I03757,T002,20230906,2036.15,28.6,817.61
I03758,T005,20220427,2637.83,63.7,1015.87
I03759,T003,20210916,2256.75,92.8,698.03
I03760,T005,20201106,1041.87,17.4,2176.23
I03761,T005,20211113,2964.18,61.3,986.22
I03762,T005,20200115,2918.54,53.3,649.44
I03763,T003,20240822,2961.74,20.8,1136.51
I03764,T005,20220507,1065.29,39.2,1497.57
I03765,T004,20210716,2244.85,75.1,1433.15
I03766,T005,20230903,798.07,43.9,687.22
I03767,T001,20220321,1806.94,14.3,1463.44
I03768,T004,20240304,1486.31,98.7,1081.19
I03769,T002,20211113,2693.79,82.9,2305.94
I03770,T002,20201031,2034.96,69.6,2241.58
I03771,T004,20200504,1180.74,22.6,1525.64
I03772,T003,20240820,2383.23,89.2,2444.85
I03773,T002,20220709,694.48,44.3,1153.29
I03774,T001,20220805,1535.08,89.3,1364.74
I03775,T005,20230615,1881.58,16.6,978.63
I03776,T005,20240930,724.57,33.0,1939.23
I03777,T002,20210419,790.11,69.4,547.42
I03778,T001,20200630,1581.78,63.2,989.64
I03779,T004,20230811,2122.46,22.6,1355.03
I03780,T004,20211014,1381.86,16.4,853.15
I03781,T002,20230418,667.4,44.0,2445.65
I03782,T001,20220630,1531.81,26.2,1865.43
I03783,T004,20210331,2961.15,99.0,1052.09
I03784,T001,20210522,2207.09,11.4,1231.8
I03785,T005,20200515,1610.74,30.6,533.03
I03786,T004,20200415,2683.35,23.6,1206.49
I03787,T004,20210303,597.84,82.2,845.67
I03788,T003,20210622,2338.82,22.1,1818.75
I03789,T003,20221012,1079.09,89.7,2158.1
I03790,T004,20221108,1377.29,29.2,2060.15
I03791,T004,20240426,831.82,84.8,673.78
I03792,T001,20230811,2473.76,63.3,1914.98
I03793,T004,20220825,2961.56,30.9,2049.46
I03794,T002,20211018,1376.24,70.5,1176.22
I03795,T005,20240929,2137.26,44.0,2374.82
I03796,T001,20241017,718.22,60.8,1072.65
I03797,T002,20210214,758.92,21.0,646.58
I03798,T004,20241105,1609.48,69.0,794.32
I03799,T001,20230822,2567.02,66.5,1027.72
I03800,T002,20200410,2635.64,98.2,2445.69
I03801,T003,20221119,1572.05,43.4,1153.21
I03802,T002,20230608,1336.52,51.6,1184.98
I03803,T005,20200812,595.95,42.6,1893.87
I03804,T005,20240608,2467.07,93.2,796.14
I03805,T005,20221019,1510.25,94.7,893.6
I03806,T001,20240718,2571.74,44.7,1379.88
I03807,T001,20210824,2379.55,13.9,1358.03
I03808,T002,20230424,2194.44,70.3,994.05
I03809,T005,20200916,1282.33,98.7,1339.01
I03810,T003,20240419,2698.01,50.3,1458.8
I03811,T005,20200127,2179.08,31.1,1791.97
I03812,T002,20231205,958.55,53.9,806.81
I03813,T004,20220413,1613.24,87.2,1738.49
I03814,T004,20221122,2367.39,88.9,2193.86
I03815,T003,20240227,1708.84,74.7,2183.65
I03816,T003,20220526,1261.41,59.5,520.29
I03817,T005,20200609,1354.9,53.7,660.25
I03818,T003,20200602,1772.47,79.8,1634.88
I03819,T002,20220506,1599.63,52.0,1991.28
I03820,T005,20240622,2252.43,76.7,1727.82
I03821,T004,20230529,1064.19,80.1,1881.93
I03822,T002,20210425,1032.72,98.9,2430.98
I03823,T005,20220605,2673.37,12.0,2037.38
I03824,T002,20241226,1442.01,75.0,2338.83
I03825,T003,20230308,2538.55,37.7,658.96
I03826,T005,20201104,1256.26,55.9,574.55
I03827,T002,20210614,853.48,72.4,1874.83
I03828,T004,20210707,1627.64,80.4,1646.85
I03829,T005,20230108,551.29,46.7,2482.33
I03830,T003,20220820,1557.37,34.2,1565.96
I03831,T001,20211117,1044.53,30.0,592.55
I03832,T005,20230915,527.49,57.3,1090.01
I03833,T004,20200128,2891.47,56.0,2497.37
I03834,T003,20230707,1470.47,25.5,1688.33
I03835,T002,20230815,1336.19,68.0,1223.78
I03836,T004,20240331,2017.73,81.1,1379.64
I03837,T004,20240112,1941.38,69.1,2324.59
I03838,T002,20231221,2379.81,23.7,1307.33
I03839,T005,20230605,2265.39,81.1,1974.14
I03840,T004,20240907,2964.03,25.5,1329.9
I03841,T005,20220731,1082.25,67.4,748.91
I03842,T003,20220225,1486.34,78.3,2096.46
I03843,T003,20230105,989.34,53.3,1977.15
I03844,T001,20240128,2528.27,81.4,547.61
I03845,T005,20240222,1408.12,72.4,2000.45
I03846,T002,20200606,1402.28,56.8,1656.14
I03847,T001,20220715,2970.54,28.3,1367.72
I03848,T001,20220207,2665.2,40.4,636.61
I03849,T003,20230418,2898.39,54.1,2229.53
I03850,T004,20211218,1435.31,76.4,1490.99
I03851,T003,20230409,953.25,81.9,1751.28
I03852,T002,20240705,2400.98,29.4,1135.1
I03853,T001,20241210,785.04,97.1,895.34
I03854,T005,20240106,606.46,50.2,1028.36
I03855,T004,20240617,2323.15,18.7,1504.65
I03856,T004,20230809,768.53,77.3,2367.24
I03857,T003,20230512,2737.9,27.0,683.77
I03858,T005,20200317,881.71,55.9,1198.62
I03859,T004,20210423,795.64,62.5,2168.1
I03860,T001,20230104,725.26,91.5,2223.56
I03861,T001,20210616,1922.93,60.3,2407.22
I03862,T004,20201004,1306.84,80.8,1667.91
I03863,T001,20211104,1659.51,43.9,1878.25
I03864,T001,20231114,2944.13,83.5,2130.71
I03865,T001,20220818,2673.08,16.1,1789.98
I03866,T005,20240402,888.64,32.1,1537.03
I03867,T004,20200816,1959.39,95.7,1307.79
I03868,T003,20240307,2490.35,11.3,1837.8
I03869,T005,20210711,1977.3,40.5,2406.52
I03870,T001,20200104,830.65,50.2,835.87
I03871,T004,20230824,2108.91,97.9,589.86
I03872,T001,20240605,775.78,46.6,1363.49
I03873,T001,20200306,1477.61,81.3,1381.56
I03874,T004,20220712,1539.43,90.4,2315.69
I03875,T001,20241208,744.67,83.3,2427.86
I03876,T001,20200306,1445.31,54.3,1009.31
I03877,T003,20240425,896.72,46.5,1399.53
I03878,T003,20241014,2207.21,59.0,2276.12
I03879,T003,20200122,1824.07,79.0,2444.41
I03880,T004,20210802,2699.51,38.5,1756.13
I03881,T001,20211129,950.94,41.4,2149.69
I03882,T002,20201127,2913.11,59.6,1711.76
I03883,T005,20221019,1928.87,42.5,2233.29
I03884,T003,20210517,2187.96,91.6,515.5
I03885,T001,20220913,1183.53,28.1,2212.15
I03886,T004,20240813,1003.3,94.2,1361.2
I03887,T001,20230207,1646.56,94.7,1503.84
I03888,T005,20230717,1539.85,45.6,2209.88
I03889,T005,20200909,2893.09,30.8,742.95
I03890,T005,20210818,652.61,11.7,1982.57
I03891,T005,20241227,2477.86,64.0,677.79
I03892,T004,20220324,1327.42,74.2,507.27
I03893,T003,20240823,2092.15,21.6,779.73
I03894,T005,20220427,947.52,73.5,2470.68
I03895,T002,20200302,697.05,91.8,790.52
I03896,T002,20210421,2897.51,27.9,2032.74
I03897,T003,20230223,1049.61,27.2,1833.59
I03898,T004,20240818,1058.06,31.9,2173.48
I03899,T002,20241103,1504.08,83.4,1901.68
I03900,T004,20201026,2007.29,34.0,1361.26
I03901,T004,20240320,2613.08,37.9,1589.49
I03902,T003,20220411,2413.38,32.4,2040.83
I03903,T002,20240803,2678.01,97.0,797.12
I03904,T005,20231130,1733.68,49.5,607.63
I03905,T005,20220725,760.85,99.1,985.81
I03906,T002,20200131,1832.31,39.0,1673.95
I03907,T001,20230813,1849.19,21.8,2301.94
I03908,T002,20200930,2098.77,53.6,709.3
I03909,T002,20241229,1786.64,59.0,2284.98
I03910,T005,20220814,2812.77,51.2,1240.84
I03911,T001,20240629,1005.85,97.1,2123.37
I03912,T003,20231206,2607.42,44.2,1233.52
I03913,T004,20221128,856.81,30.4,1428.57
I03914,T001,20240204,1163.8,92.0,1438.08
I03915,T001,20220330,1065.37,20.3,1326.82
I03916,T003,20240401,2084.61,43.5,2162.84
I03917,T005,20240320,1942.14,25.4,2143.36
I03918,T003,20220329,2011.63,49.8,2464.88
I03919,T004,20240905,1704.07,23.6,1604.55
I03920,T003,20231111,2584.41,99.7,1345.12
I03921,T005,20200623,2152.31,86.7,782.01
I03922,T002,20211129,1478.02,62.1,1897.63
I03923,T002,20220324,826.4,53.5,1737.58
I03924,T002,20200817,2491.76,49.0,2156.93
I03925,T002,20230522,2632.6,56.9,2127.51
I03926,T004,20200726,862.59,10.1,540.39
I03927,T003,20230616,933.31,65.9,1286.42
I03928,T004,20200213,1687.59,54.3,2019.12
I03929,T003,20200824,1957.85,40.2,2477.06
I03930,T001,20210204,666.56,32.4,1878.06
I03931,T003,20240214,704.98,84.2,1457.14
I03932,T005,20211231,1252.11,65.7,1022.34
I03933,T003,20220309,2547.31,18.8,1959.2
I03934,T004,20220505,2648.77,93.6,2111.47
I03935,T003,20200221,2408.78,58.3,2192.94
I03936,T004,20200902,749.51,44.6,733.31
I03937,T001,20230730,2500.1,53.0,2296.5
I03938,T005,20210203,2031.9,85.4,1814.28
I03939,T004,20200815,722.13,16.0,1983.54
I03940,T002,20220719,2034.25,62.4,1537.36
I03941,T002,20220512,2515.13,81.1,595.6
I03942,T004,20230421,2904.19,88.7,1085.78
I03943,T001,20210413,2183.44,32.5,2394.2
I03944,T002,20200621,2209.62,51.6,1157.54
I03945,T001,20220425,2463.65,17.3,1073.48
I03946,T001,20230307,2109.28,99.3,2065.74
I03947,T004,20230922,706.82,78.6,1282.3
I03948,T002,20220809,1633.7,80.9,514.11
I03949,T002,20200822,2742.82,32.8,2082.12
I03950,T004,20231104,2026.03,54.2,789.01
I03951,T002,20241118,1313.62,14.0,604.24
I03952,T002,20231211,1919.57,33.4,1264.58
I03953,T005,20210707,2424.77,98.2,2234.41
I03954,T003,20230830,1362.86,54.1,681.33
I03955,T004,20210526,935.92,28.3,1930.38
I03956,T002,20210405,669.89,71.3,933.56
I03957,T001,20220530,2870.25,13.1,667.63
I03958,T002,20230829,2130.72,88.3,1575.43
I03959,T003,20220927,2902.87,51.7,930.23
I03960,T005,20231211,1368.48,36.0,548.29
I03961,T002,20240209,2570.08,70.6,1592.78
I03962,T003,20230405,2791.94,62.4,2006.55
I03963,T002,20230926,1906.35,46.1,1887.73
I03964,T003,20201025,1392.25,94.1,1662.8
I03965,T004,20200410,2207.26,62.4,1693.73
I03966,T002,20231208,2274.34,96.3,1294.14
I03967,T001,20220819,763.21,28.8,2137.57
I03968,T004,20220830,1173.21,85.2,964.17
I03969,T004,20210320,966.08,83.6,786.68
I03970,T002,20200920,1065.48,43.1,2355.0
I03971,T001,20221112,818.02,44.3,1425.77
I03972,T005,20210218,2313.83,78.2,2182.4
I03973,T005,20210206,1501.01,13.2,725.98
I03974,T002,20240903,2201.78,51.6,1396.35
I03975,T004,20210228,1845.02,16.1,2339.89
I03976,T003,20240125,1745.71,50.3,2131.75
I03977,T003,20220307,864.76,23.6,609.61
I03978,T003,20200424,589.25,76.5,2215.11
I03979,T001,20200911,2126.72,68.7,1579.98
I03980,T003,20200527,2113.06,86.2,2132.81
I03981,T002,20220303,1110.66,60.4,1576.06
I03982,T003,20200717,568.25,96.9,823.8
I03983,T005,20201216,769.87,64.0,1478.26
I03984,T004,20211101,782.0,13.9,1923.63
I03985,T003,20210109,1091.98,24.6,1147.26
I03986,T002,20220905,799.0,30.0,729.58
I03987,T003,20230217,2855.79,43.7,1543.66
I03988,T005,20241106,1966.94,78.6,1804.12
I03989,T004,20210918,2277.61,66.9,1153.57
I03990,T005,20221122,1495.27,33.3,1490.66
I03991,T001,20221113,1923.32,67.6,1837.89
I03992,T005,20200928,2014.59,32.0,1139.85
I03993,T003,20200331,1867.8,98.3,1885.17
I03994,T004,20210227,2912.53,33.2,1077.84
I03995,T001,20220526,897.7,49.2,2019.65
I03996,T001,20220307,2059.5,60.3,613.95
I03997,T001,20201222,1360.64,42.6,2235.21
I03998,T004,20240820,2432.75,15.8,2290.39
I03999,T005,20200121,2223.48,66.2,1600.11
I04000,T002,20220820,2992.1,48.6,508.16
I04001,T003,20211230,1589.17,31.2,1748.32
I04002,T004,20230515,1941.83,52.1,2089.57
I04003,T005,20220120,2566.19,51.3,554.98
I04004,T005,20230823,979.22,64.1,863.99
I04005,T003,20220912,849.78,78.2,1766.89
I04006,T002,20220512,698.1,32.4,1960.92
I04007,T005,20210210,1721.43,24.0,581.74
I04008,T001,20230811,976.62,81.5,766.73
I04009,T003,20210131,2464.54,29.0,902.22
I04010,T002,20241205,765.89,50.7,1587.44
I04011,T003,20220825,1179.47,49.7,1661.19
I04012,T002,20230304,2316.78,50.4,936.75
I04013,T002,20200225,525.88,75.2,727.75
I04014,T003,20230723,948.5,37.3,2016.53
I04015,T002,20200627,1574.75,18.7,1250.92
I04016,T003,20220323,2709.11,66.5,2436.28
I04017,T003,20240207,1811.52,50.9,626.98
I04018,T001,20221221,2269.46,35.6,1008.66
I04019,T005,20240717,1142.73,89.7,1178.99
I04020,T004,20210607,2817.84,46.8,1063.32
I04021,T004,20230606,595.09,94.6,1762.55
I04022,T004,20231110,548.33,18.7,2224.2
I04023,T005,20210709,1187.13,45.7,952.08
I04024,T002,20240715,1124.12,18.7,834.75
I04025,T003,20221008,2620.3,10.6,1111.67
I04026,T001,20240829,1259.89,96.7,2041.99
I04027,T003,20200909,1458.98,17.0,2274.96
I04028,T001,20240824,2040.6,80.9,729.19
I04029,T003,20220206,803.11,80.6,1597.73
I04030,T001,20210823,2411.11,90.8,2383.13
I04031,T001,20240112,1520.9,51.6,1017.36
I04032,T005,20240330,2897.88,10.1,954.82
I04033,T001,20231227,666.27,31.3,1826.51
I04034,T003,20240708,1038.25,15.6,588.1
I04035,T003,20200327,1465.05,32.2,2372.84
I04036,T005,20230826,2352.27,39.0,1314.3
I04037,T005,20200625,2260.74,93.7,691.79
I04038,T003,20220715,802.34,65.0,2180.3
I04039,T001,20211120,2918.44,45.9,1958.86
I04040,T001,20210317,2385.88,60.5,2095.29
I04041,T004,20200916,1954.3,53.9,2494.26
I04042,T003,20230215,1634.84,35.7,1301.64
I04043,T001,20221127,1845.15,96.0,517.19
I04044,T003,20240207,2192.44,16.4,635.28
I04045,T004,20201006,1709.71,82.8,782.92
I04046,T005,20231206,1301.27,38.4,1772.49
I04047,T004,20240510,2278.01,43.6,804.38
I04048,T003,20240613,747.55,87.2,868.9
I04049,T001,20231229,640.71,60.2,2231.84
I04050,T005,20210104,852.21,83.7,927.13
I04051,T004,20201006,1382.16,11.1,1757.05
I04052,T005,20201124,2159.12,43.5,1250.2
I04053,T004,20240129,1034.78,41.1,1858.97
I04054,T004,20210407,2841.95,87.5,1270.59
I04055,T005,20210307,1944.76,63.6,539.46
I04056,T001,20220425,1456.21,41.4,1328.95
I04057,T005,20200221,2660.92,71.2,763.51
I04058,T001,20200516,1303.85,68.1,1035.46
I04059,T003,20200806,2900.83,24.1,1893.52
I04060,T002,20210515,2426.69,88.3,580.98
I04061,T002,20231010,626.85,72.3,2391.62
I04062,T005,20201219,1616.78,14.6,1291.79
I04063,T005,20200626,990.73,21.5,1767.6
I04064,T003,20240624,1816.69,35.2,1646.64
I04065,T004,20210320,862.49,40.3,1495.91
I04066,T001,20211007,2685.88,74.8,1125.04
I04067,T003,20201011,583.44,58.7,755.21
I04068,T004,20230705,1375.78,18.0,900.95
I04069,T005,20200303,2257.93,89.3,2019.0
I04070,T002,20220522,2779.34,30.7,1064.46
I04071,T003,20220703,1049.22,97.2,2405.07
I04072,T002,20220221,2164.48,79.8,1253.79
I04073,T001,20220312,1695.05,72.9,732.77
I04074,T005,20200725,1874.39,43.8,667.97
I04075,T001,20200110,2779.68,85.0,1874.19
I04076,T001,20200302,869.87,85.4,2083.55
I04077,T001,20231017,1356.04,28.4,2056.81
I04078,T005,20240826,719.73,73.4,2073.0
I04079,T001,20201123,519.32,26.1,1343.87
I04080,T005,20200417,831.36,11.3,1906.87
I04081,T003,20240903,1985.98,89.5,1371.8
I04082,T001,20200626,2753.81,20.7,1442.94
I04083,T003,20200805,1285.53,59.9,1961.91
I04084,T004,20220924,1934.68,35.7,2073.6
I04085,T002,20241213,1881.31,53.9,2269.46
I04086,T001,20230426,1188.79,24.4,565.51
I04087,T002,20240507,869.4,52.7,1432.37
I04088,T001,20221224,2349.16,95.1,1850.67
I04089,T002,20241025,2394.74,70.7,1279.03
I04090,T004,20220522,1216.02,41.9,641.19
I04091,T001,20240317,1182.68,74.1,522.76
I04092,T003,20220814,2875.51,61.2,2112.84
I04093,T004,20241203,539.73,53.7,1851.4
I04094,T005,20240529,2612.22,35.3,1570.32
I04095,T004,20240323,2732.51,24.6,709.5
I04096,T004,20201104,621.58,20.4,776.2
I04097,T003,20200826,2808.26,90.3,736.86
I04098,T002,20220602,1016.36,92.5,1354.37
I04099,T005,20210216,2956.37,33.2,544.71
I04100,T005,20220216,2640.75,14.0,1452.22
I04101,T002,20200624,2318.02,95.8,1283.18
I04102,T003,20210619,2839.73,88.5,675.54
I04103,T003,20230327,775.14,57.4,560.08
I04104,T003,20200124,2356.89,80.1,2163.81
I04105,T004,20220826,1920.87,97.7,1237.49
I04106,T005,20201119,2587.67,82.4,2150.58
I04107,T003,20200117,1397.91,21.5,789.89
I04108,T003,20220703,2663.85,89.7,812.93
I04109,T002,20241031,843.15,70.9,2281.35
I04110,T001,20230806,2402.85,11.4,2402.88
I04111,T001,20230923,1849.83,78.5,785.02
I04112,T005,20240421,2529.56,56.9,2370.57
